input,output,instruction
"It was a surprise to see ""And I'm telling you, Im not going"" from the musical ""Dreamgirls"" to be sung in her final concert 11 years ago, and when she sang it again on ""The Mask"" we saw how much she's grown as an artist ",ครั้งหนึ่งจิ๋วเคยหยิบยกเอาเพลง And Im Telling You Im Not Going จากเรื่อง Dreamgirls ขึ้นมาร้องบนคอนเสิร์ตจบการศึกษาของเธอเมื่อ 11 ปีก่อน และเมื่อเธอหยิบยกเพลงนี้ขึ้นมาร้องอีกครั้งในรายการ The Mask Project A เราพบว่าเธอมีพัฒนาการที่ยอดเยี่ยมและกลายเป็นหนึ่งโชว์ที่น่าจดจำในฐานะศิลปินหญิงของวงการเพลงไทย,แปลอังกฤษเป็นภาษาไทย
"It was a surprise to see ""And I'm telling you, Im not going"" from the musical ""Dreamgirls"" to be sung in her final concert 11 years ago, and when she sang it again on ""The Mask"" we saw how much she's grown as an artist ","ครั้งหนึ่งจิ๋วในอดีตเคยตัดสินใจขึ้นเวทีและร้องเพลงชื่อ ""And Im Telling You Im Not Going"" จากหนังเรื่อง Dreamgirls เมื่อเธอขึ้นเวทีแสดงสิ้นสุดการศึกษาของเธอได้เมื่อ 11 ปีก่อน และเมื่อเธอกลับมาร้องเพลงนี้อีกครั้งในรายการ The Mask Project A เราพบว่าเธอได้พัฒนาตัวเองอย่างโดดเด่นและกลายเป็นที่จดจำได้ในฐานะศิลปินหญิงแห่งวงการเพลงไทย",แปลอังกฤษเป็นภาษาไทย
A trip to Chiang Rai is not complete without a taste of the local cuisine ,สารคดีชุดซอกแซกเชียงรายครั้งนี้ของทีมงานซอกแซกจะสมบูรณ์แบบไม่ได้เลย หากไม่พูดถึงเรื่องอาหารการกิน ประเภท ของอร่อยเมืองเชียงราย ที่เมื่อไปถึงแล้วควรต้องหาโอกาสลิ้มรสสักครั้ง,แปลอังกฤษเป็นภาษาไทย
A trip to Chiang Rai is not complete without a taste of the local cuisine ,ถ้าไม่พูดถึงเรื่องอาหารเมื่อไปถึงเชียงราย ทีมงานซอกแซกครั้งนี้จะไม่สมบูรณ์แบบเลย ควรจะหาโอกาสลิ้มรสกับอาหารอร่อยประเภทต่างๆในเมืองเชียงราย,แปลอังกฤษเป็นภาษาไทย
"Mr  Somkit Srisomboonprasert, Deputy Prime Minister, said that in mid    mid Jan  this year, Thai side has led a business and investment mission to Japan, in order to invite Japanese investors to 2 key economic hubs ",นายสมคิด จาตุศรีพิทักษ์ รองนายกรัฐมนตรี เปิดเผยว่า ในช่วงกลางเดือน มี ค นี้ ได้นำคณะของหน่วยงานที่เกี่ยวข้องด้านเศรษฐกิจและการลงทุนของไทยไปญี่ปุ่น เพื่อเชิญชวนนักลงทุนใน 2 เมืองเศรษฐกิจ,แปลอังกฤษเป็นภาษาไทย
"Mr  Somkit Srisomboonprasert, Deputy Prime Minister, said that in mid    mid Jan  this year, Thai side has led a business and investment mission to Japan, in order to invite Japanese investors to 2 key economic hubs ",นายสมคิด จาตุศรีพิทักษ์ รองนายกรัฐมนตรี ได้เปิดเผยว่าในช่วงกลางเดือนมีนาคมนี้ ได้พาคณะของหน่วยงานที่เกี่ยวข้องด้านเศรษฐกิจและการลงทุนของประเทศไทยไปยังประเทศญี่ปุ่น เพื่อเชิญชวนนักลงทุนใน 2 เมืองเศรษฐกิจ,แปลอังกฤษเป็นภาษาไทย
"An avian influenza checkpoint official in Surin, Thailand, scans people passing through a permanent border crossing to try to control the spread of bird flu  A boy in Cambodia has died of the H5,N1,", เจ้าหน้าที่ด่านกักกันสัตว์ในการตรวจสอบบุคคลที่ผ่านเข้าออกบริเวณจุดผ่านแดนถาวรช่องจอม อำเภอกาบเชิง จังหวัดสุรินทร์ เพื่อควบคุมการแพร่ระบาดของโรคไข้หวัดนก หลังพบเด็กชายในประเทศกัมพูชา เสียชีวิตจากเชื้อ H5N1,แปลอังกฤษเป็นภาษาไทย
"An avian influenza checkpoint official in Surin, Thailand, scans people passing through a permanent border crossing to try to control the spread of bird flu  A boy in Cambodia has died of the H5,N1,",เจ้าหน้าที่ด่านกักกันสัตว์ที่จุดผ่านแดนถาวรช่องจอม อำเภอกาบเชิง จังหวัดสุรินทร์มีหน้าที่ตรวจสอบบุคคลที่ผ่านเข้าและออกอาณาจักรของพวกเขาเพื่อควบคุมการแพร่ระบาดของไข้หวัดนก H5N1 หลังจากพบเด็กชายสัญชาติกัมพูชาที่เสียชีวิตจากเชื้อตัวนี้,แปลอังกฤษเป็นภาษาไทย
"S Senanikorn P  M P  Democrat Party, Nakhon Si Thammarat Mr Veerakorn S  MP  Used his martial arts skills to set up a counter demonstration  He realised the need to create a condition for a revolution  Warned the power bearings to unlock the constitution  Stated that he did not want history to be repeated ",นายเทพไท เสนพงศ์ ส ส นครศรีธรรมราช ปชป  ดักทาง ห่วงใช้วิชามารตั้ง ม็อบชนม็อบ รู้ทัน หวังสร้างเงื่อนไข ปฏิวัติซ้อน วอน ผู้มีอำนาจ ปลดล็อกแก้ รธน  ยัน ไม่อยากให้ประวัติศาสตร์ต้องซ้ำรอย ,แปลอังกฤษเป็นภาษาไทย
"S Senanikorn P  M P  Democrat Party, Nakhon Si Thammarat Mr Veerakorn S  MP  Used his martial arts skills to set up a counter demonstration  He realised the need to create a condition for a revolution  Warned the power bearings to unlock the constitution  Stated that he did not want history to be repeated ",นายเทพไท เสนพงศ์ ส ส นครศรีธรรมราช ปชป  ขอให้ใช้วิชามารตั้งให้ดีมาก เพื่อระวังไม่ให้ม็อบชนม็อบ รอบคอบ โดยหวังเป็นอย่างยิ่งว่าจะสร้างเงื่อนไขเพื่อการปฏิวัติที่ซ้อนซาก ขออุทิศผู้มีอำนาจที่จะเปิดเผยแก้ไขปฏิบัติการต่อวงจรทหาร ไว้ว่ารัฐธรรมนูญ ต้องยืนยันเองว่าไม่อยากให้เกิดประวัติศาสตร์ที่ซ้ำซ้อนอีกต่อไป,แปลอังกฤษเป็นภาษาไทย
Abhisit insisted that no one in his party is in conflict  He stressed the need for a democratic and open process in the selection of the party's new leader ,อภิสิทธิ์ ยันไม่ขัดแย้งใครในพรรค ย้ำการหยั่งเสียงโหวตหัวหน้าพรรค เน้นเปิดกว้างเป็นธรรม รับเคยทาบทาม ปลื้ม เปิดรับสมาชิก ต ค ติง รบ เอาเปรียบใช้อำนาจรัฐ เงิน อิทธิพลครอบการเมือง,แปลอังกฤษเป็นภาษาไทย
Abhisit insisted that no one in his party is in conflict  He stressed the need for a democratic and open process in the selection of the party's new leader ,อภิสิทธิ์ ยืนยันว่าไม่จะทำให้ใครที่อยู่ในพรรคขัดแย้ง และเน้นเรื่องการหยั่งเสียงในการเลือกตั้งหัวหน้าพรรค โดยเน้นความเปิดกว้างและตัดสินใจตามความถูกต้อง อีกทั้งยังต้องการรับฟังเสียงที่ติดต่อมา พร้อมทั้งยินดีต้อนรับสมาชิกใหม่และกรณีที่จะเข้ามาเป็นสมาชิก อีกทั้งยังอ้างอิงถึงการใช้อำนาจรัฐ เงิน อิทธิพลในการครอบครองทางการเมือง ตามที่ติดต่อกันมา,แปลอังกฤษเป็นภาษาไทย
Hilarious Aunty Chao Tian เล่า her life after the famous show that she had done for 18 years  Almost penniless from a time when she used to have money to spare  Good that her wife was in charge of the money  There was some to spend ,ตลกยายชา เถิดเทิง เล่าชีวิตหลังจบรายการดังที่เคยทำมา 18 ปี เกือบตกอับ จากที่แต่ก่อนเคยมีเงินเหลือใช้ ต้องใช้อย่างประหยัด ดีที่ให้ภรรยาเป็นคนเก็บเงินให้ จึงมีเงินพอใช้อยู่บ้าง ,แปลอังกฤษเป็นภาษาไทย
Hilarious Aunty Chao Tian เล่า her life after the famous show that she had done for 18 years  Almost penniless from a time when she used to have money to spare  Good that her wife was in charge of the money  There was some to spend ,ตลกยายชา เหนื่อยเมื่อเปรียบเทียบอดทนชีวิตหลังจบรายการโด่งดังที่เคยทำมา 18 ปีที่ผ่านมา หลังจากที่ใช้เงินให้หมดตัว ตอนนี้จึงต้องเป็นผู้ใช้เงินให้ถูกต้อง เพราะโชคดีที่ภรรยาเป็นคนเก็บเงินให้ ซึ่งอยู่ระหว่างใช้เงินที่เหลืออยู่อย่างพอดี,แปลอังกฤษเป็นภาษาไทย
"Mahanakorn University of Technology (MUT) has signed a partnership with Khon Kaen and Lao National University to support academic activities to improve the quality of life and handicrafts in Khong Kannayom Province, Laos ",มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร ลงนามความร่วมมือกับจังหวัดหนองคายและมหาวิทยาลัยแห่งชาติลาว สนับสนุนงานวิชาการเพื่อยกระดับคุณภาพชีวิตและสินค้าโอทอปของจังหวัดหนองคาย ,แปลอังกฤษเป็นภาษาไทย
"Mahanakorn University of Technology (MUT) has signed a partnership with Khon Kaen and Lao National University to support academic activities to improve the quality of life and handicrafts in Khong Kannayom Province, Laos ",มหาวิทยาลัยเทคโนโลยีราชมงคลพระนครได้ทำการลงนามเพื่อเข้าร่วมงานร่วมมือกับจังหวัดหนองคายและมหาวิทยาลัยแห่งชาติลาวเพื่อสนับสนุนงานทางวิชาการเพื่อยกระดับคุณภาพชีวิตและสินค้าโอทอปของจังหวัดหนองคาย,แปลอังกฤษเป็นภาษาไทย
"Thailand U 19 team, despite the change of more than half of the players, still managed to beat North Korea 7 0 to grab the 2nd place in Group H of AFC U 16 Championship, 2016 Preliminary Round",ทีมช้างศึก ยู 19 แม้จะเปลี่ยนผู้เล่นกว่าครึ่งทีม แต่ยังสามารถไล่ถล่มเอาชนะ นอร์ธเทิร์น มาเรียนา ไป 7 0 เก็บชัยชนะเป็นนัดที่ 2 ติตด่อกัน ขึ้นมารั้งอยู่ในตำแหน่งรองจ่าฝูง กลุ่ม เอช ศึกชิงแชมป์เอเชีย 2016 รอบคัดเลือก,แปลอังกฤษเป็นภาษาไทย
"Thailand U 19 team, despite the change of more than half of the players, still managed to beat North Korea 7 0 to grab the 2nd place in Group H of AFC U 16 Championship, 2016 Preliminary Round",ทีมช้างศึกทีม U 19 ไม่ว่าจะเปลี่ยนผู้เล่นกลางทางครึ่งทีมแต่ยังสามารถชนะทีมนอร์ทเทิร์นมาเรียนาได้อย่างล้ำลึกด้วยคะแนน 7 0 ในนัดที่ 2 ของการแข่งขันอยู่ในตำแหน่งรองจ่าฝูงในกลุ่ม H ในการแข่งขันชิงแชมป์เอเชีย 2016 รอบคัดเลือก,แปลอังกฤษเป็นภาษาไทย
"Nearly 600 Thai nationals, who returned from 4 countries, have landed in Thailand today  24 of them have fever  They are immediately sent to the hospital  The rest are quarantined for 14 days, under the government's measures ",คนไทย 564 คน บินจากกลับจาก 4 ประเทศ ถึงไทยวันนี้ พบมีไข้ 24 คน นำส่ง รพ ทันที่ ส่วนที่เหลือ ส่งกักตัว 14 วันตามมาตรการ รบ ,แปลอังกฤษเป็นภาษาไทย
"Nearly 600 Thai nationals, who returned from 4 countries, have landed in Thailand today  24 of them have fever  They are immediately sent to the hospital  The rest are quarantined for 14 days, under the government's measures ",คนไทย 564 คน กลับจาก 4 ประเทศกลับไทยวันนี้พบมีไข้ 24 คน มีการนำส่งไปยังโรงพยาบาลทันที ส่วนคนที่เหลือจะถูกส่งกักตัว 14 วันตามมาตรการของทหารสามัญ,แปลอังกฤษเป็นภาษาไทย
2 Thai Thai Japanese Interpreter and 2 Thai women detained at Narita airport on suspicion of smuggling cocaine to Japan ,ล่ามภาษาญี่ปุ่น โพสต์ 2 สาวไทยถูกเจ้าหน้าที่ ตม ญี่ปุ่น จับคาสนามบินนาริตะ ฐานขนยาเสพติดที่คาดว่าเป็นโคเคน เข้าประเทศ เตือน อย่ารับฝากของจากคนแปลกหน้าเด็ดขาด,แปลอังกฤษเป็นภาษาไทย
2 Thai Thai Japanese Interpreter and 2 Thai women detained at Narita airport on suspicion of smuggling cocaine to Japan ,ลีชันเป็นล่ามภาษาญี่ปุ่นที่โพสต์ว่าสองสาวไทยถูกเจ้าหน้าที่ตำรวจญี่ปุ่นจับได้ที่สนามบินนาริตะ ด้วยสารเสพติดที่คาดว่าเป็นโคเคนโดยเข้าประเทศ และเตือนควรหลีกเลี่ยงการรับของจากคนแปลกหน้าเด็ดขาด,แปลอังกฤษเป็นภาษาไทย
"No matter what the political climate in Myanmar is, one thing that has never changed is the number of Thai tourists who visit the country  As a land rich in religious sites, long weekends like the Rohingya Pyudayo, which falls on the full moon day in June, have attracted more and more Thais  Their faith in Buddhism brings them to the same place, with the aim of seeking solace", ไม่ว่าบรรยากาศทางการเมืองในสหภาพเมียนมาร์จะเป็นอย่างไร สิ่งหนึ่งที่ไม่เคยเปลี่ยนคือทัวร์คนไทยที่ไปเยือน ยิ่งเป็นดินแดนที่มั่งคั่งไปด้วยศาสนสถาน ทำให้ช่วงวันหยุดยาวตรงกับวันพระใหญ่ เช่น อาสาฬหบูชาที่ผ่านมา มีชาวไทยไม่น้อยไปเยือนสหภาพเมียนมาร์ ศรัทธาในพุทธศาสนานำผู้คนไปยังสถาน ที่แห่งเดียวกันมีเป้าหมายเพื่อแสวงหาที่พึ่งทางใจ,แปลอังกฤษเป็นภาษาไทย
"No matter what the political climate in Myanmar is, one thing that has never changed is the number of Thai tourists who visit the country  As a land rich in religious sites, long weekends like the Rohingya Pyudayo, which falls on the full moon day in June, have attracted more and more Thais  Their faith in Buddhism brings them to the same place, with the aim of seeking solace",แม้ว่าบรรยากาศทางการเมืองในสหภาพเมียนมาร์จะเปลี่ยนแปลงได้อย่างไรก็ตาม สิ่งหนึ่งที่ไม่เคยเปลี่ยนแปลงคือการมีการท่องเที่ยวของคนไทยไปเยือน โดยเฉพาะเมื่อเป็นดินแดนที่เต็มไปด้วยสถานที่ศาสนสถาน ทำให้ช่วงวันหยุดยาวตรงกับวันพระใหญ่ เช่นพิธีอาสาฬหบูชาซึ่งผ่านมา มีการเข้ามาเยือนสหภาพเมียนมาร์ของชาวไทยมากมาย ที่มีความเชื่อเสนอธรรมจากศาสนาพุทธ ซึ่งนำผู้คนไปสู่สถานที่เดียวกันและมีเป้าหมายเพื่อค้นหาความสงบใจ,แปลอังกฤษเป็นภาษาไทย
"The upper part of the country has less rainfall, while the southern part has more and heavier rains  In the lower part, the people in the flood prone areas are advised to be cautious from the heavy rain and the accumulated rain ",ช่วงนี้ประเทศไทยตอนบน ฝนน้อยลง แต่ภาคใต้กลับมีฝนเพิ่มมากขึ้น และตกหนักบางพื้นที่ ส่วนมากทางตอนล่างของภาค ประชาชนในพื้นที่เสี่ยงภัยให้ระวังอันตรายจากฝนตกหนักและฝนที่ตกสะสม,แปลอังกฤษเป็นภาษาไทย
"The upper part of the country has less rainfall, while the southern part has more and heavier rains  In the lower part, the people in the flood prone areas are advised to be cautious from the heavy rain and the accumulated rain ",ในขณะนี้ประเทศไทยทางภาคเหนือมีปริมาณฝนลดลง แต่ในภาคใต้กลับมีปริมาณฝนเพิ่มขึ้น และมีฝนตกหนักบางพื้นที่ ส่วนใหญ่คือบริเวณล่างของภาค ประชาชนในพื้นที่ที่เสี่ยงภัยควรระวังอันตรายจากฝนตกหนักและฝนที่ได้รับมากขึ้น,แปลอังกฤษเป็นภาษาไทย
"The ""Inside the Games"" website is reporting on the results of a Japanese survey of the 2020 Paralympic Games ",เว็บไซต์ www insidethegames biz  รายงานข้อมูลผลสำรวจของ ชาวญี่ปุ่น เกี่ยวกับมหกรรมกีฬา คนพิการ พาราลิมปิก 2020 ,แปลอังกฤษเป็นภาษาไทย
"The ""Inside the Games"" website is reporting on the results of a Japanese survey of the 2020 Paralympic Games ",เว็บไซต์ www insidethegames biz รายงานประเด็นข้อมูลใหม่เกี่ยวกับการสำรวจของชาวญี่ปุ่นเมื่อใดที่เกี่ยวข้องกับการจัดกิจกรรมพาราลิมปิกสำหรับคนพิการในปี 2020 ,แปลอังกฤษเป็นภาษาไทย
"Massive entertainment for all when Thairath TV and Major Warawut Broadcasting Co , Ltd  (MTV) invited the top executives, including Vichai Weerawat Charnbamrung, Chief Business Officer, Thairat TV, to be part of the business partnership ",อิ่มเอมความบันเทิงกันถ้วนหน้าเมื่อสถานีโทรทัศน์ ไทยรัฐทีวี และ เมเจอร์ กันตนา บรอดแคสติ้ง แถลงความร่วมมือเป็นพันธมิตรทางธุรกิจ โดยมีผู้บริหารใหญ่ วัชร วัชรพล ประธานเจ้าหน้าที่บริหารธุรกิจ สถานีโทรทัศน์ไทยรัฐทีวี,แปลอังกฤษเป็นภาษาไทย
"Massive entertainment for all when Thairath TV and Major Warawut Broadcasting Co , Ltd  (MTV) invited the top executives, including Vichai Weerawat Charnbamrung, Chief Business Officer, Thairat TV, to be part of the business partnership ",เมื่อสถานีโทรทัศน์ ไทยรัฐทีวี และ เมเจอร์ กันตนา ได้เข้าร่วมกันเป็นพันธมิตรทางธุรกิจ ผ่านการแถลงความร่วมมือ โดยมีผู้บริหารใหญ่ วัชร วัชรพล เป็นประธานเจ้าหน้าที่บริหารธุรกิจ สถานีโทรทัศน์ไทยรัฐทีวี อิ่มเอมความบันเทิงกันถ้วนหน้า,แปลอังกฤษเป็นภาษาไทย
"Open up, young biker  Rescue sick child trapped in car  Lay on hood in traffic  To hospital  Determined to help  Don't care about cool, but empathize with a dad ",เปิดใจ ไบเกอร์หนุ่ม ช่วยเด็กป่วย ชักเกร็งภายในเก๋ง ซ้อนท้ายฝ่ารถติด ส่ง รพ  บอกตั้งใจช่วย ไม่ได้อยากเท่ แต่เข้าใจหัวอกคนเป็นพ่อ และดีใจมาก ที่รู้ว่าเด็กปลอดภัย ,แปลอังกฤษเป็นภาษาไทย
"Open up, young biker  Rescue sick child trapped in car  Lay on hood in traffic  To hospital  Determined to help  Don't care about cool, but empathize with a dad ",เข้าใจใจบุคลากรทุกคนล้วนเป็นพ่อแม่ จึงตั้งใจช่วยเด็กที่ป่วย ที่ชักเกร็งอยู่ในรถเก๋งซ้อนท้ายฝ่ารถติด เราดีใจมากที่เด็กได้ถูกส่งสู่โรงพยาบาลอย่างปลอดภัย,แปลอังกฤษเป็นภาษาไทย
Nakhon Ratchasima The Mall VC beat Gen Nakorn Chonburi Etcc 3 1 in the 3rd and final match of the season ,นครราชสีมา เดอะมอลล์ วีซี ชนะ เจนเนอราลี่ สุพรีม ชลบุรี อีเทค 3 1 เซต ในศึกวอลเย์บอลไทยแลนด์ลีก,แปลอังกฤษเป็นภาษาไทย
Nakhon Ratchasima The Mall VC beat Gen Nakorn Chonburi Etcc 3 1 in the 3rd and final match of the season ,ชนะนครราชสีมา มอลล์ วีซีในเกมวอลเย์บอลไทยแลนด์ลีกโดยคะแนน 3 1 เซต ที่สุพรีมศาลาท่าอิฐ ชลบุรี อีเทค,แปลอังกฤษเป็นภาษาไทย
"In order to discuss the topic of post revolutionary society, I think it is necessary to devote a part of the space to the definition of revolution  First of all, when we talk about revolution, we mean, in the first place, the overthrow",ในการอภิปรายหัวข้อเกี่ยวกับ สังคมหลังการปฏิวัติ ผมคิดว่าจำเป็นที่จะต้องอุทิศพื้นที่ส่วนหนึ่งให้กับการนิยามความหมายของ การปฏิวัติ เองเสียก่อน เป็นอันดับแรก เมื่อเรา รู้จัก การปฏิวัติ,แปลอังกฤษเป็นภาษาไทย
"In order to discuss the topic of post revolutionary society, I think it is necessary to devote a part of the space to the definition of revolution  First of all, when we talk about revolution, we mean, in the first place, the overthrow",ในเรื่องของกระแสสังคมหลังจากการเปลี่ยนแปลงในระบบ ผมเชื่อว่ามันจำเป็นต้องให้ความสำคัญกับการกำหนดความหมายของการเปลี่ยนแปลงเองในช่วงแรกๆ เมื่อเรารู้จักว่าอะไรคือการเปลี่ยนแปลง,แปลอังกฤษเป็นภาษาไทย
"Announcement of the Royal Household: Lt  Col  Pisit Chaisith, deputy commanding officer, Royal Muang Mongkut Vadhana Palace Guard, has been relieved from his position, stripped of his rank and regalia, for a serious violation of military discipline, falsely claiming to have the King's approval",ประกาศราชกิจจาฯ ปลด พล ต พิสิฐศักดิ์ รองผู้บังคับ หน่วยทหารมหาดเล็กราชวัลลภรักษาพระองค์ฯ ออกจากราชการ ถอดยศและเรียกคืนเครื่องราชฯ เหตุกระทําผิดวินัยทหารร้ายแรง แอบอ้างพระราชกระแส ,แปลอังกฤษเป็นภาษาไทย
"Announcement of the Royal Household: Lt  Col  Pisit Chaisith, deputy commanding officer, Royal Muang Mongkut Vadhana Palace Guard, has been relieved from his position, stripped of his rank and regalia, for a serious violation of military discipline, falsely claiming to have the King's approval",ประกาศราชกิจจาฯ จัดการให้พล ต พิสิฐศักดิ์ รองผู้บังคับ หน่วยทหารมหาดเล็กราชวัลลภรักษาพระองค์ฯ ถูกเลิกจ้างออกจากราชการ ถอดยศและเรียกคืนเครื่องราชฯ เนื่องจากการกระทำผิดวินัยทหารร้ายแรง และการอ้างอิงพระราชกระแสในลักษณะลับๆ,แปลอังกฤษเป็นภาษาไทย
"57 year old farmer Pongkham from Nang Rong, Nakhon Ratchasima, has switched to chicken cages in place of farming, as a result of the drought ",ชาวนาวัย 57 ปี บางระกำ จ อ่างทอง หันมาผลิตกรงไก่แทนการทำนาหลังประสบปัญหาภัยแล้ง ปิ๊งไอเดียลงขายผ่านเฟซบุ๊ก ยอดสั่งถล่มทลาย สร้างรายได้อย่างงามให้กับครอบครัว,แปลอังกฤษเป็นภาษาไทย
"57 year old farmer Pongkham from Nang Rong, Nakhon Ratchasima, has switched to chicken cages in place of farming, as a result of the drought ",นายชาวนาอายุ 57 ปี ที่อยู่บ้านเล็กในจังหวัดอ่างทอง ได้เปลี่ยนจากการปลูกข้าวในนาเป็นการเลี้ยงไก่บ้าน เพื่อที่จะรับมือกับภัยแล้งที่ท้ามา เขามีความคิดที่จะขายไก่ผลิตให้ผ่านการโพสต์ในเฟซบุ๊ก ยอดการสั่งซื้อไก่บ้านจำนวนมาก และสามารถสร้างรายได้อย่างมีความสวยงามสำหรับครอบครัวของเขา,แปลอังกฤษเป็นภาษาไทย
"July 4th 2020: Calendar hangs in the air  If the coronavirus does not break out in Thailand, we may get a 4 day weekend ",กางปฏิทิน วันหยุดเดือนกรกฎาคม 2563 ลุ้นถ้าหากการ์ดไม่ตก โควิด 19 ไม่ระบาดเพิ่มในประเทศ อาจได้หยุดชดเชยวันสงกรานต์ พร้อมเปิดคาดการณ์วันหยุดยาว,แปลอังกฤษเป็นภาษาไทย
"July 4th 2020: Calendar hangs in the air  If the coronavirus does not break out in Thailand, we may get a 4 day weekend ",ช่วงเดือนกรกฎาคม 2563 หากไม่มีการแพร่ระบาดของโรคโควิด 19 และไม่มีการตกของการ์ด โอกาสที่จะได้มีการหยุดชดเชยวันสงกรานต์และวันหยุดยาวเปิดคาดเป็นไปได้,แปลอังกฤษเป็นภาษาไทย
"A few days ago, we presented you with the rankings of the most beautiful women in the world for 2017  But that's not all  We've got the top 100 most handsome faces for you to peruse ",วันก่อนเราได้นำเสนอการจัดอันดับผู้หญิงหน้าสวยที่สุดในโลกสำหรับปี 2017 ไปแล้ว แต่เท่านั้นยังไม่พอ เราขอเอาใจสาวๆ ด้วยการนำการจัดอันดับผู้ชายหน้าหล่อมาให้ได้ชมกัน สำหรับ 100 Most Handsome Faces  ,แปลอังกฤษเป็นภาษาไทย
"A few days ago, we presented you with the rankings of the most beautiful women in the world for 2017  But that's not all  We've got the top 100 most handsome faces for you to peruse ",100 Most Handsome Faces เป็นรายการการจัดอันดับผู้ชายหน้าหล่อที่สุดในโลกสำหรับปี 2017 ซึ่งเราได้นำเสนอไปแล้วในวันก่อน แต่เพื่อให้ความสะดวกแก่สาวๆ เราขอเสนออีกครั้งเพื่อให้ได้ชมว่าใครเป็นผู้ชายหน้าหล่อที่สุดในรายการนี้,แปลอังกฤษเป็นภาษาไทย
"Moriya Jutanugarn is in the hunt for her first major title as she sits 8 off the lead, two strokes behind the leader  Areeya is out of the KPMG by the narrowest of marg",โมรียา จุฑานุกาล ยังมีลุ้นคว้าแชมป์เมเจอร์รายการแรกในชีวิต เมื่อเร่งเครื่องขึ้นมารั้งที่ 8 ร่วม ตามหลังผู้นำอยู่ 2 สโตรก ขณะที่ เอรียา จุฑานุกาล ไปไม่รอด โดนตัดตัวตกรอบไปแบบเฉียดฉิว ในศึกดวลวงสวิงเคพีเอ็มจีฯ รอบสอง ,แปลอังกฤษเป็นภาษาไทย
"Moriya Jutanugarn is in the hunt for her first major title as she sits 8 off the lead, two strokes behind the leader  Areeya is out of the KPMG by the narrowest of marg",เมื่อเร่งเครื่องขึ้นมารั้งที่ 8 ร่วม โมรียา จุฑานุกาล ยังมีโอกาสที่จะคว้าแชมป์เมเจอร์รายการแรกในชีวิต แม้ว่าเธอตอนนั้นจะตาดึกตัดตัวตกรอบไปแบบเฉียดฉิวในศึกดวลวงสวิงเคพีเอ็มจีฯ รอบสอง จากการประมาณเอียงไปหาที่เป้าหมายที่เจ้ามืออยู่ที่ 2 สโตรก,แปลอังกฤษเป็นภาษาไทย
"Police swarmed the 50 year old woman, who had climbed to the top of a water tank at Thammasat Chulalongkorn University, Bangkok, and threatened to push her into the water  She was then subdued and taken to a police station, where she was calmed ",จนท ตำรวจเข้าชาร์จตัวหญิงวัย 50 ปี ที่ปีนแทงก์น้ำใน มธ ท่าพระจันทร์ ขู่จะกระโดดพร้อมโยนเอกสารขอ UNHCR ช่วยเหลือครอบครัว ก่อนจะนำตัวลงมาและคุมไปสงบสติอารมณ์ที่ สน ชนะสงคราม,แปลอังกฤษเป็นภาษาไทย
"Police swarmed the 50 year old woman, who had climbed to the top of a water tank at Thammasat Chulalongkorn University, Bangkok, and threatened to push her into the water  She was then subdued and taken to a police station, where she was calmed ",ถ้าจนท ตำรวจเข้ามาควบคุมหญิงวัย 50 ปีที่เพิ่งพยายามกระโดดลงจากแทงก์น้ำใน มธ ท่าพระจันทร์และแสดงเอกสารขอความช่วยเหลือจาก UNHCR ให้กับครอบครัวโดยมีเป้าหมายที่จะเรียกร้องความสงบส่วนให้กับสถานการณ์ที่รุกลงของสน ชนะสงคราม,แปลอังกฤษเป็นภาษาไทย
"JMA  Amend the power of the Constitutional Court to give power to the head of 3 state agencies and the Pt  of an Independent Organization to use the majority to make a ruling on the 7th amendment, instead of a court ",กรธ  ปรับแก้อำนาจศาล รธน มอบอำนาจ ประมุข 3 สถาบัน–ปธ องค์กรอิสระ ใช้เสียงข้างมากชี้ขาด ม 7 แทนศาล รธน  แถมลดวาระจาก 9 เหลือ 7 ปี ปัด คปป คืนชีพ ยันมีอำนาจแค่ตีความ ก ม ,แปลอังกฤษเป็นภาษาไทย
"JMA  Amend the power of the Constitutional Court to give power to the head of 3 state agencies and the Pt  of an Independent Organization to use the majority to make a ruling on the 7th amendment, instead of a court ",กรมศาลปรับแก้กรอบอำนาจ รัฐนิยมมอบอำนาจ สำหรับหน่วยงาน 3 สถาบัน–สโมสรอิสระ ใช้เสียงปฏิบัติงานบทบาทเสียงข้างมากแสดงที่ขาดการปฏิบัติงานในระดับชั้นมัธยมอาทิตย์แทนกรอบอำนาจทางศาล รัฐนิยมถ้ามีตั้งแต่ข้อความไขว้วางไว้ในประมาลย์ด้วย แถมลดช่วงเวลาสภาพ กระสอบหยิบ จาก 9 เหลือ 7 ปี แถมเกี่ยวกับกรมประชาชน ผสานเข้ากับคณะกรรมการผู้พิพากษา ทำชีพจบ ยืนยันมีอำนาจแค่อบรมอย่างไรก็ดี,แปลอังกฤษเป็นภาษาไทย
