input,output,instruction
"James Mar explained the reason for washing the court house  He said that it has been a tradition since he was a trainee  It is because of his belief that if you ask for a job, you will get it",เจมส์ มาร์ เผยสาเหตุที่ต้องไปล้างทำความสะอาดศาลพระภูมิบ้าน เอ ศุภชัย บอกทำเป็นประจำมาตั้งแต่ยังเป็นเด็กฝึกหัด เกิดความศรัทธาเพราะเคยขอไว้ให้ได้งาน จนได้ถ่ายละคร และเป็นความเคยชิน,แปลอังกฤษเป็นภาษาไทย
"James Mar explained the reason for washing the court house  He said that it has been a tradition since he was a trainee  It is because of his belief that if you ask for a job, you will get it",เจมส์ มาร์ อธิบายเหตุผลที่ต้องไปทำความสะอาดพระภูมิบ้านเอ เศรษฐชัย เปิดเผยว่าเขาได้ทำเป็นกิจกรรมประจำมาตั้งแต่เป็นเด็กหนุ่ม เพราะว่าเขาของานและสามารถลงทำละครได้ และนี่เป็นผลจากประสบการณ์ที่ทำให้เขารู้สึกอุดมสมบูรณ์,แปลอังกฤษเป็นภาษาไทย
"Bee, Namneeang and Chris Thongprasom hug each other  Bee tweeted that if #bechris trends on twitter, more pics will be released  #BeChris is trending at #1 on Twitter ",บี น้ำทิพย์ และคริส หอวัง โพสต์ภาพกอดกัน ด้านบีบอกแฟนๆ หาก #บีคริส ติดทวิตเตอร์อันดับ 1 จะปล่อยรูปอีก ทำเอา #บีคริส พุ่งติดเทรนด์ทวิตเตอร์อันดับ 1,แปลอังกฤษเป็นภาษาไทย
"Bee, Namneeang and Chris Thongprasom hug each other  Bee tweeted that if #bechris trends on twitter, more pics will be released  #BeChris is trending at #1 on Twitter ",บี น้ำทิพย์ และคริส หอวัง โพสต์รูปกอดกันบนทวิตเตอร์ ออกมาบอกคนรักสนับสนุนว่าหาก #บีคริส อยู่อันดับ 1 บนทวิตเตอร์ พวกเขาจะโพสต์รูปอีกสำหรับคอมเม้นท์นี้เพื่อทำให้แฟนๆ #บีคริส เป็นเทรนด์หลักอันดับ 1 ในทวิตเตอร์,แปลอังกฤษเป็นภาษาไทย
"Besides being used for hairstyling, chopsticks have also been used as ornaments, as evidenced by a 1500 year old Chinese house  In ancient China, the design of chops was of great significance", หวีนอกจากใช้ในการจัดแต่งทรงผมแล้ว หวียังเป็นเครื่องประดับ จากหลักฐานที่ค้นพบในบ้านเราอายุไม่น้อยกว่า 1500 ปี ลวดลายของหวีในอดีตยังมีความหมายน่าสนใจ ,แปลอังกฤษเป็นภาษาไทย
"Besides being used for hairstyling, chopsticks have also been used as ornaments, as evidenced by a 1500 year old Chinese house  In ancient China, the design of chops was of great significance",หวีไม่เพียงแค่ใช้สำหรับทำทรงผมเท่านั้น แต่ยังเป็นอัญมณีด้วย จากฐานที่ค้นพบในบ้านของเรา มีอายุไม่ต่ำกว่า 1500 ปี ลวดลายของหวีในอดีตยังมีสิ่งที่น่าสนใจ,แปลอังกฤษเป็นภาษาไทย
A whale carcass has washed up on a beach in Phuket  A post mortem examination is being carried out to determine the cause of death ,พบซาก วาฬบรูด้า ขนาดใหญ่ ตายลอยเกยหาดในทอน ภูเก็ต นักวิชาการ คาดป่วย จนท เก็บเนื้อเยื่อไปตรวจสอบหาสาเหตุการตายที่แน่ชัดอีกครั้ง ,แปลอังกฤษเป็นภาษาไทย
A whale carcass has washed up on a beach in Phuket  A post mortem examination is being carried out to determine the cause of death ,พบซากวาฬบรูด้าขนาดใหญ่ตายลอยเกยหาดทอนในภูเก็ตนักวิชาการคาดเป็นป่วยเรียงทั้งนี้เพื่อให้ทางท่าเกวียนเช็คเนื้อเยื่อดูหาสาเหตุการตายเหมือนเดิมอีกครั้ง,แปลอังกฤษเป็นภาษาไทย
"China U S  trade war China retaliates, imposing tariffs on another 106 American goods, after Trump imposed a tariff on 1,306 Chinese goods worth 1 6 trillion","จีน สหรัฐฯ ไม่มีใครยอมใครรบ จีนสวนทันที ประกาศขึ้นภาษีสินค้านำเข้าจากสหรัฐฯ อีก 106 รายการ หลัง ทรัมป์ ขึ้นภาษีสินค้าจากจีนถึง 1,300 รายการ ร่วม 1 6 ล้านล้าน",แปลอังกฤษเป็นภาษาไทย
"China U S  trade war China retaliates, imposing tariffs on another 106 American goods, after Trump imposed a tariff on 1,306 Chinese goods worth 1 6 trillion","จีนและสหรัฐฯ ไม่ต้องการเริ่มสงครามและอยู่ในการแข่งขันกันอย่างแข็งขันจนอยู่ที่จุดสึนามิทั่วไป จีนเรียกร้องการเพิ่มภาษีสินค้าที่นำเข้าจากสหรัฐฯ อีก 106 รายการ หลังจากที่ทรัมป์เพิ่มภาษีสินค้าจากจีนถึง 1,300 รายการ มูลค่ารวมกว่า 1 6 ล้านล้าน",แปลอังกฤษเป็นภาษาไทย
Sad  A woman cyclist who was hit by a truck while taking part in a charity bike ride has died  Her husband and daughter are mourning the loss  But they are proud that their mother was able to do good for the community ,เศร้า สุดแรงยื้อหญิงนักปั่นที่ถูกกระบะชนขณะร่วมปั่นการกุศลสิ้นใจแล้ว สามีและลูกสาว เผยแม้จะสูญเสียครั้งใหญ่แต่ภูมิใจที่แม่ได้ทำความดีให้สังคม เตรียมส่งศพกลับบ้านที่สงขลา,แปลอังกฤษเป็นภาษาไทย
Sad  A woman cyclist who was hit by a truck while taking part in a charity bike ride has died  Her husband and daughter are mourning the loss  But they are proud that their mother was able to do good for the community ,เศร้าที่สุดแรงนับหนึ่งชายไปเซอร์ไทยที่ติดชนกระบะในระหว่างที่ขับจักรยานเพื่อการกุศลแล้วจบลง สามีและลูกสาวเผยว่าถึงแม้จะเสียสูญบาดเจ็บตัวเองแล้ว แต่อารมณ์ภูมิใจที่แม่ทำบุญกับสังคม นับว่ากำลังจะส่งศพกลับสู่เมืองภูมิถาคำบอกเล่า,แปลอังกฤษเป็นภาษาไทย
"Vassa is a time of great importance for Buddhists to engage in good deeds, observing the precepts  Many people take this opportunity to make a positive change, reducing and giving up on inappropriate behaviours, as well as the young socialites in society ",ช่วงเวลาเข้าพรรษา ถือเป็นช่วงสำคัญที่พุทธศาสนิกชนตั้งใจทำความดี รักษาศีล ซึ่งมีหลายคนขอใช้โอกาสดีๆแบบนี้ ตั้งจิตมั่นในการทำความดี ลด ละ เลิก พฤติกรรมที่ไม่เหมาะสม รวมทั้งหนุ่มสาวเซเลบริตี้ในวงสังคม ,แปลอังกฤษเป็นภาษาไทย
"Vassa is a time of great importance for Buddhists to engage in good deeds, observing the precepts  Many people take this opportunity to make a positive change, reducing and giving up on inappropriate behaviours, as well as the young socialites in society ",ช่วงเวลาขณะเข้าสู่พรรษาคือช่วงเวลาที่มีความสำคัญสำหรับพุทธศาสนิกชนที่ตั้งใจทำความดีและรักษาศีลเป็นพิธีกรรม นับเป็นโอกาสที่หลายคนได้ใช้พลังและความตั้งตัวให้ได้ผลงานที่ดี โดยลดละเลิกพฤติกรรมที่ไม่เหมาะสม และเป็นแบบอย่างที่ดีในสังคมสำหรับเยาวชนที่มีการเซเลบริตี้,แปลอังกฤษเป็นภาษาไทย
"The criminal prosecution of the plaintiff, Mrs  Prayoon, against her eldest daughter and her son in law for falsifying and forging the deed of transfer of 9 cadastral land lots in the estate, was withdrawn in both cases ",สรุปคำฟ้องอาญา ที่แม่ประนอม เป็นโจทก์ฟ้องลูกสาวคนโตและลูกเขย ปลอมลายมือ เอกสารโอนที่ดินกองมรดก 9 แปลง ส่วนคดีแพ่งฟ้องเรียกคืนทรัพย์ และเรียกค่าเสียหายทุนทรัพย์ กว่า 560 ล้าน พบเคยถอนฟ้องแล้วทั้ง 2 คดี   ,แปลอังกฤษเป็นภาษาไทย
"The criminal prosecution of the plaintiff, Mrs  Prayoon, against her eldest daughter and her son in law for falsifying and forging the deed of transfer of 9 cadastral land lots in the estate, was withdrawn in both cases ",สรุปคำฟ้องอาญาที่สื่อในกรณีแม่ประนอมเป็นคู่กรณียังสาวที่โตและลูกชายซึ่งใช้การปลอมลายลายมือและเอกสารการโอนทีดินซึ่งเป็นสิ่งมรดกทั้งหมดอยู่ 9 แปลงซึ่งคดีส่วนคู่แข่งเรียกคืนทรัพย์ซึ่งไม่ถูกต้องและเรียกค่าเสียหายที่แสดงถึงทรัพย์ซึ่งมีมูลค่ามากกว่า 560 ล้านทั้งสองคดีเคยถอนฟ้องไปแล้ว,แปลอังกฤษเป็นภาษาไทย
"Democrat Party (DP) leader Thaksin Shinawatra called for the annulment of martial law and a return to Article 44  He said the content of the new law focuses on maintaining security, increasing the power of law enforcement officials in search, seizure, and interrogation, but with a loophole for prosecution  The military",บิ๊กตู่ ทูลเกล้าฯยกเลิกกฎอัยการศึก หันมาใช้ ม 44 แทน เผยเนื้อหาเน้นคุมสถานการณ์ ด้านความมั่นคง เพิ่มอำนาจเจ้าหน้าที่ตรวจค้น จับกุม สอบสวน แต่เปิดช่องให้สู้ในชั้นศาล ทหารได้ 3 ศาล บ่นพึมกลัวอะไร,แปลอังกฤษเป็นภาษาไทย
"Democrat Party (DP) leader Thaksin Shinawatra called for the annulment of martial law and a return to Article 44  He said the content of the new law focuses on maintaining security, increasing the power of law enforcement officials in search, seizure, and interrogation, but with a loophole for prosecution  The military",บิ๊กตู่ ทูลเกล้าฯ ตัดสินใจที่จะยกเลิกกฎอัยการศึกที่มีอยู่เดิมและนำมาใช้กฎหมายสงบสถานการณ์แทนซึ่งเน้นที่ความมั่นคงในเรื่องนี้ รวมถึงการเสริมสร้างอำนาจของเจ้าหน้าที่ในการตรวจค้น จับกุม สอบสวน อย่างไรก็ตามยังคงวางหน้าให้ส่วนศาลและทหารรับผิดชอบในงานของตน เพราะว่าว่างจริงให้คนเสี่ยงสละกันอย่างไร้ขีดจำกัด ว่าทั้งหมดนี้จะทำให้ตนเองกลัวได้อย่างไร,แปลอังกฤษเป็นภาษาไทย
"The first lesson for a young journalist, Kamthorn Wichian, was learned from the late Chutima Asawamee, editor in chief of the Bangkok Post, in 1891  It was that a newspaper must make a profit ",บทเรียนแรกของนักข่าวหัดใหม่ กำพล วัชรพล ได้เรียนรู้ จากเลิศ อัศเวศม์ บก นสพ หลักไทย เมื่อปี 2491 ก็คือ การทำหนังสือพิมพ์ขายนั้นเริ่มต้นต้องรู้ก่อนว่า ขาดทุน,แปลอังกฤษเป็นภาษาไทย
"The first lesson for a young journalist, Kamthorn Wichian, was learned from the late Chutima Asawamee, editor in chief of the Bangkok Post, in 1891  It was that a newspaper must make a profit ",กำพล วัชรพล ได้เรียนรู้วิธีการทำหนังสือพิมพ์ขายจากเลิศ อัศเวศม์ บก นสพ หลักไทยในปี 2491 ซึ่งคือ การต้องรู้ก่อนว่าจะขาดทุนหรือไม่,แปลอังกฤษเป็นภาษาไทย
"In commemoration of His Royal Highness Prince Mahidol's Birthday, the Office of the Cabinet Secretary, in cooperation with the Ministry of Agriculture and Forestry, Bangkok Parc, and the prestigious private enterprises, is pleased to present ""9th Siam paragon Royal orchid paradise"" to","เพื่อเทิดพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี สำนักงานปลัดสำนักนายกรัฐมนตรี ร่วมกับ กระทรวงเกษตรและสหกรณ์, สยามพารากอน และบริษัทเอกชนชั้นนำ จัดงาน 9 th Siam Paragon Bangkok Royal Orchid Paradise",แปลอังกฤษเป็นภาษาไทย
"In commemoration of His Royal Highness Prince Mahidol's Birthday, the Office of the Cabinet Secretary, in cooperation with the Ministry of Agriculture and Forestry, Bangkok Parc, and the prestigious private enterprises, is pleased to present ""9th Siam paragon Royal orchid paradise"" to","เพื่อเทิดพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี สำนักงานปลัดสำนักนายกรัฐมนตรี ร่วมกับ กระทรวงเกษตรและสหกรณ์, สยามพารากอน และบริษัทเอกชนชั้นนำ จัดงาน 9 ที่สยามปารากอน ราชกริดพรรณบุรี",แปลอังกฤษเป็นภาษาไทย
Juventus' chances of progressing in the UEFA Champions League is a lot brighter after they hammered Celtic in Scotland , ยูเวนตุส โอกาสผ่านเข้ารอบ 8 ทีมสุดท้ายในศึกยูฟ่าเเชมเปี้ยนส์ลีก ค่อนข้างสดใส หลังบุกไปถล่ม เซลติกถึงสก็อตเเลนด์,แปลอังกฤษเป็นภาษาไทย
Juventus' chances of progressing in the UEFA Champions League is a lot brighter after they hammered Celtic in Scotland ,ยูเวนตุสประสบความสำเร็จในการเข้าสู่รอบ 8 ทีมสุดท้ายในการแข่งขันยูฟ่าเเชมเปี้ยนส์ลีกอย่างมีความสุข หลังจากที่เขาสามารถชนะทีมสก็อตแลนด์ได้อย่างราบรื่น,แปลอังกฤษเป็นภาษาไทย
"Democrat Party (PAD) faction slammed the Democrat Group for opposing the constitutional amendment, and advised the group to cease the manipulation of the agenda and refrain from the 2 year plan, insisting that it is not in line with the people's",สปช สายการปกครองท้องถิ่น ฉะ สปช กลุ่มหนุนคว่ำร่าง รธน  แนะเลิกมโนชี้นำลงมติ พร้อมขวางแผนปฏิรูป 2 ปี ยันไม่เห็นด้วย ยื้อหย่อนบัตร เตรียมนำร่างฯ หารือองค์กรปกครองท้องถิ่น ชี้ขาดการตัดสินใจลงมติ,แปลอังกฤษเป็นภาษาไทย
"Democrat Party (PAD) faction slammed the Democrat Group for opposing the constitutional amendment, and advised the group to cease the manipulation of the agenda and refrain from the 2 year plan, insisting that it is not in line with the people's",สำนักงานประธานาธิบดีกลุ่มสนับสนุนการลดรูปร่างของกรมการปกครองท้องถิ่นได้แนะนำให้ยุติการดำเนินการแผนปฏิรูปต่ออีก 2 ปีเพราะไม่เห็นด้วย และขอให้ยื้อหย่อนบัตรเพื่อผ่อนคลายและจัดหาคำแนะนำเพิ่มเติมจากองค์กรท้องถิ่นต่าง ๆ เพื่อชี้แจงความขาดแคลนในการตัดสินใจลงมติ,แปลอังกฤษเป็นภาษาไทย
"The case of the Ministry of Education (MOE) is that there is a 2018 to 2019 Thailand Production of Physicians Project (TPP) meeting, which is jointly organized by the MOE and the MOPH, and a resolution was made to continue the yearly production of 3,000 doctors ","จากกรณีกระทรวงศึกษาธิการ (ศธ ) มีการประชุมโครงการผลิตแพทย์เพิ่มแห่งประเทศไทยปี 2561 2562 ร่วมกับกระทรวงสาธารณสุข (สธ ) และมีมติยืนยันการผลิตแพทย์เพิ่มปีละ 3,000 คนต่อไป",แปลอังกฤษเป็นภาษาไทย
"The case of the Ministry of Education (MOE) is that there is a 2018 to 2019 Thailand Production of Physicians Project (TPP) meeting, which is jointly organized by the MOE and the MOPH, and a resolution was made to continue the yearly production of 3,000 doctors ","ในการประชุมโครงการผลิตแพทย์เพิ่มแห่งประเทศไทยปี 2561 2562 ระหว่างกระทรวงศึกษาธิการ (ศธ ) และกระทรวงสาธารณสุข (สธ ) เข้ากันได้ดี ได้มีมติที่ยืนยันว่าการผลิตแพทย์จะเพิ่มขึ้นปีละ 3,000 คนต่อไป",แปลอังกฤษเป็นภาษาไทย
"The Transport Ministry projected that the meter taxi fare adjustment, as requested by taxi drivers, will be finalized by the end of this month  In the case of other public transportation, no fare hike has been approved before the expiration of the 25th of April ", กระทรวงคมนาคมคาดว่าการพิจารณาอัตรามิเตอร์แท็กซี่ ตามที่กลุ่มผู้ขับแท็กซี่เรียกร้อง จะเสร็จสิ้นภายในเดือนนี้ ในที่ในส่วนรถโดยสารประเภทอื่น ยังไม่อนุมัติขึ้นราคาก่อนวันที่ 25 เมษายนนี้,แปลอังกฤษเป็นภาษาไทย
"The Transport Ministry projected that the meter taxi fare adjustment, as requested by taxi drivers, will be finalized by the end of this month  In the case of other public transportation, no fare hike has been approved before the expiration of the 25th of April ",กระทรวงคมนาคมคาดว่าการพิจารณาอัตรามิเตอร์แท็กซี่ ตามที่กลุ่มผู้ขับแท็กซี่เรียกร้อง จะเสร็จสิ้นภายในเดือนนี้ ในขณะเดียวกันเรื่องของราคาสำหรับรถโดยสารประเภทอื่นก็ยังไม่ได้รับการอนุมัติและที่คาดหวังคือจะอนุมัติก่อนวันที่ 25 เมษายนนี้,แปลอังกฤษเป็นภาษาไทย
"COVID 19 infections in the U S  have topped 1 8 million, the nation's leader warned, noting that if the outbreak worsened, it could kill more than 2 million Americans ",ยอดผู้ติดเชื้อ COVID 19 ในสหรัฐอเมริกาพุ่งสูงกว่า 1 8 แสนคน ผู้นำสหรัฐฯ ระบุหากการระบาดเลวร้ายสุดอาจคร่าชีวิตชาวอเมริกันมากกว่า 2 ล้านคน ,แปลอังกฤษเป็นภาษาไทย
"COVID 19 infections in the U S  have topped 1 8 million, the nation's leader warned, noting that if the outbreak worsened, it could kill more than 2 million Americans ","ยอดผู้ติดเชื้อ COVID 19 ในสหรัฐอเมริกาขึ้นสูงกว่า 180,000 คน ผู้นำองค์กรปกครองสหรัฐฯ ระบุว่าหากการระบาดรุนแรงสุดถึงขั้นเลวร้ายอาจมีผลให้เสียชีวิตของคนอเมริกันมากถึง 2 ล้านคน",แปลอังกฤษเป็นภาษาไทย
"Open your eyes, Mr  Chai, from Chanthaburi  Gold, the smile of the camel, obedient, like to play the camera  Reveal the simple happiness from the mixed farming in accordance with the late King's guidelines ",เปิดใจ พี่คล้าวแห่งชัยนาท เปิดตัว ทองคำ ควายยิ้ม นิสัยเชื่อง ชอบเล่นกล้อง พร้อมเผยเคล็ดลับความสุขเรียบง่าย จากการทำเกษตรแบบผสมผสานตามรอยพระราชดำริในหลวง ร 9 ,แปลอังกฤษเป็นภาษาไทย
"Open your eyes, Mr  Chai, from Chanthaburi  Gold, the smile of the camel, obedient, like to play the camera  Reveal the simple happiness from the mixed farming in accordance with the late King's guidelines ",เฉพาะบุคคลครูคล้ายพี่ทีดองกะยิ้มชอบถ่ายภาพพร้อมเปิดเผยความสุขรูปแบบง่าย ๆ ด้วยวิธีการทำเกษตรในรูปแบบผสมผสานตามดัชนีแห่งสถานที่ลับ ที่เดินทางไปตามรอยพระราชดำริในยุคร  9,แปลอังกฤษเป็นภาษาไทย
Maya Phuntham and Jutiporn Sombun have been notified to appear in court on 8th July for the review of the MJC skin whitening advertisement ,เมย์ พิชญ์นาฏ และ ก้อย รัชวิน เข้ารับทราบข้อหารีวิวสินค้าเครือเมจิกสกิน เหลืออีก 3 คน ตำรวจนัด 8 ก ค นี้ ,แปลอังกฤษเป็นภาษาไทย
Maya Phuntham and Jutiporn Sombun have been notified to appear in court on 8th July for the review of the MJC skin whitening advertisement ,เมย์ พิชญ์นาฏ และ ก้อย รัชวิน จะรับทราบข้อหารีวิวสินค้าเครือเมจิกสกินในวันที่ 8 กรกฎาคมนี้ ยังมีอีก 3 คนที่ต้องพบตำรวจ,แปลอังกฤษเป็นภาษาไทย
"The hero's father, Porshe Araya, is ready to undergo a procedure to drain blood from his left lung as a way to help his heart to resume its beating ",คุณพ่อของพระเอกหนุ่ม ปอ ทฤษฎี ลั่นพร้อมเสี่ยงให้ลูกชายผ่าตัดระบายเลือดเยื่อหุ้มปอดด้านซ้าย เพราะเป็นวิธีที่จะช่วยให้ระบบการเต้นหัวใจกลับมาทำงานอีกครั้ง ครอบครัวกำลังใจดี เผยบนบานสิ่งศักดิ์สิทธิ์เพื่อให้ลูกชายหายป่วย,แปลอังกฤษเป็นภาษาไทย
"The hero's father, Porshe Araya, is ready to undergo a procedure to drain blood from his left lung as a way to help his heart to resume its beating ",พ่อของปอเสนอให้ลูกชายผ่าตัดให้เลือดเยื่อหุ้มปอดด้านซ้ายระบายเพื่อช่วยให้ระบบการเต้นหัวใจกลับมาทำงานอีกครั้ง ครอบครัวกำลังใจร่วมกันตามหาทางที่เพื่อให้ลูกชายหายสุขภาพ,แปลอังกฤษเป็นภาษาไทย
"P0706 M 7 The 75 Million Year Old Oyster Island, Phi Phi National Park: The operator of the souvenir shop is not allowed to sell the carcass of endangered species, e g  hand glove molluscs and coral  If it is found that the sale is taking place, it will be immediately prosecuted",อุทยานสุสานหอย 75 ล้านปี หมู่เกาะพีพี แจ้งผู้ประกอบการร้านจำหน่ายสินค้าที่ระลึก ห้ามมีซากสัตว์ทะเลต้องห้าม เปลือกหอยมือเสือ ปะการัง มาขายเด็ดขาด หากพบมีการจำหน่ายจะดำเนินการจับกุมทันที ,แปลอังกฤษเป็นภาษาไทย
"P0706 M 7 The 75 Million Year Old Oyster Island, Phi Phi National Park: The operator of the souvenir shop is not allowed to sell the carcass of endangered species, e g  hand glove molluscs and coral  If it is found that the sale is taking place, it will be immediately prosecuted",อเจ้งผู้ประกอบการร้านที่อยู่ในอาณาจักรอุทยานสุสานหอย 75 ล้านปี หมู่เกาะพีพี ให้ทราบว่าการจำหน่ายซากสัตว์ทะเล เปลือกหอยมือเสือ ปะการัง ถูกห้ามอย่างเข้มงวด ถ้ามีการพบการจำหน่าย จะดำเนินการจับกุมทันที,แปลอังกฤษเป็นภาษาไทย
"A 33 year old Thai Malay man was shot in the head by a gunman in Banting, north of the capital, as he rode a motorcycle to a market ",เกิดเหตุจ่อยิงท้ายทอย หนุ่มไทย   มุสลิม วัย 33 ปี เสียชีวิต พื้นที่บันนังสตา ขณะขี่รถ จยย ออกจากบ้านพักไปตลาด ตำรวจคาด คนร้ายไม่ต่ำกว่า 2 ราย รู้จักมักคุ้นกับผู้ตาย ขี่ จยย ตามประกบยิง ,แปลอังกฤษเป็นภาษาไทย
"A 33 year old Thai Malay man was shot in the head by a gunman in Banting, north of the capital, as he rode a motorcycle to a market ",เกิดเหตุยิงท้ายทอยเกิดขึ้นในพื้นที่บันนังสตาที่หนุ่มไทยอายุ 33 ปีที่เป็นผู้นับถือศาสนามุสลิมเสียชีวิต อยู่ในขณะที่เดินทางโดยรถจยย จากบ้านพักไปยังตลาด ตำรวจเชื่อว่ามีคนร้ายอย่างน้อย 2 คน ที่รู้จักอยู่ใกล้ผู้เสียชีวิตที่ปกติมักอยู่ใกล้เคียงเขา และทำการยิงจยย ในระหว่างการตามประกบ ,แปลอังกฤษเป็นภาษาไทย
"Gen  Prayut insisted that the P M D A  process must be carried out in accordance with the law  He warned that those who support Prayut to remain in power must not come to the polls  Amporn, meanwhile, said that any outsider who is a PM is not to be supported ",ประยุทธ์ ยัน ร่าง พ ร ป ส ส ดำเนินการตามกระบวนการขั้นตอนของกฎหมาย ไม่ให้กระทบโรดแมปท้าดูท่าทีหลังเลือกตั้ง ปม อภิสิทธิ์ บอก ใครหนุนประยุทธ์นั่ง นายกฯคนนอก ไม่ต้องมา ปชป  ที่มาภาพ,แปลอังกฤษเป็นภาษาไทย
"Gen  Prayut insisted that the P M D A  process must be carried out in accordance with the law  He warned that those who support Prayut to remain in power must not come to the polls  Amporn, meanwhile, said that any outsider who is a PM is not to be supported ",ประยุทธ์ ยืนยันว่าร่างพระราชบัญญัติการปกครองส่วนท้องถิ่นใช้กระบวนการตามกฎหมายเพื่อไม่ให้มีผลกระทบกับการจัดแผนที่แข่งขันที่จะมีหลังการเลือกตั้ง ปมของอภิสิทธิ์กล่าวว่าใครอยากให้ประยุทธ์เป็นนายกฯ บุคคลภายนอกไม่จำเป็นต้องมาบอก ปชป  ที่มาของภาพ,แปลอังกฤษเป็นภาษาไทย
"On 28 Jan 2014, the Association of Islamic Teachers' Schools in Yala issued a statement, calling on the head of the กปปส and its committee to apologize to the Grand Imam of Thailand, through the media, for the K O C K  infiltration into an Islaamic school in Trang ",28 ม ค 2557 สมาคมโรงเรียนเอกชนสอนศาสนาอิสลามจังหวัดสงขลา ออกแถลงการณ์เรียกร้องให้เลขาธิการและคณะกรรมการ กปปส ขอโทษต่อจุฬาราชมนตรีผ่านสื่อ กรณีผู้ชุมนุม กปปส บุกโรงเรียนสอนศาสนาที่ จ ตรัง,แปลอังกฤษเป็นภาษาไทย
"On 28 Jan 2014, the Association of Islamic Teachers' Schools in Yala issued a statement, calling on the head of the กปปส and its committee to apologize to the Grand Imam of Thailand, through the media, for the K O C K  infiltration into an Islaamic school in Trang ",28 มกราคม 2557 เอกชนสอนศาสนาอิสลาม ในจังหวัดสงขลา ร่วมกันออกมาแถลงการณ์เรียกร้องให้เลขาธิการและคณะกรรมการ กระทรวงการศึกษาและสมาคมโรงเรียนเอกชน ขอโทษต่อการรุกรานโรงเรียนสอนศาสนาที่จังหวัดตรัง ผ่านสื่อมวลชน,แปลอังกฤษเป็นภาษาไทย
"The Finance Minister rebuffed the beer and liquor lobby's push for a higher excise tax on alcoholic beverages, and plans to submit a new tax proposal to the cabinet by the end of September, to be effective in mid October ",รมช คลัง ปัด บ เหล้า ล็อบบี้ตั้งเพดานภาษีเหล้า เบียร์ เล็งส่งอัตราภาษีใหม่ให้ ครม เคาะต้นเดือน ก ย นี้ ก่อนมีผลบังคับช่วงกลางเดือน ป้องกันผู้ค้ากักตุน ยันไม่กระทบผู้บริโภค,แปลอังกฤษเป็นภาษาไทย
"The Finance Minister rebuffed the beer and liquor lobby's push for a higher excise tax on alcoholic beverages, and plans to submit a new tax proposal to the cabinet by the end of September, to be effective in mid October ",รัฐมนตรีคลังการเลี้ยงชีพได้ประกาศขึ้นไปสู่รัฐสภาในเรื่องการเพิ่มอัตราภาษีเหล้าและเบียร์ใหม่ โดยมีวัตถุประสงค์เพื่อปกป้องผู้ประกอบการเครื่องสำอางและไม่กระทบต่อผู้บริโภค นับตั้งแต่วันที่หนึ่งของเดือนกันยายนของปีนี้ ก่อนที่มีการบังคับใช้ทั้งประเด็นนี้,แปลอังกฤษเป็นภาษาไทย
Watch rare classic footage of gas pumps in Thailand from 1974 when it was still a 3 soldier logo service station ,ชมภาพหายากสุดคลาสสิก ปั๊มน้ำมันในไทยตั้งแต่ปี พ ศ  2521 สมัยยังเป็น สถานีบริการน้ำมัน ตราสามทหาร รุ่นคุณปู่ คุณย่า คุณตา คุณยาย ยังวัยรุ่น,แปลอังกฤษเป็นภาษาไทย
Watch rare classic footage of gas pumps in Thailand from 1974 when it was still a 3 soldier logo service station ,"ปั๊มน้ำมันในไทยเป็นสถานีบริการน้ำมันที่ตั้งแต่ปี พ ศ  2521 มีการภาพมหาศาลที่ยากต่อการค้นหาได้อย่างที่สุด ในสมัยนั้นมีชื่อเสียงอย่าง ""ตราสามทหาร"" คือตา ยาย ปู่ และย่าของคุณที่ยังมีวัยรุ่นอยู่",แปลอังกฤษเป็นภาษาไทย
ROADSHOW SUCCESS BEYOND EXPECTATIONS! Policy is clear  Confidence is drawn  Investors are coming in  Japanese private sector reaffirms its investment in Thailand  Economic Performance in Q4/2014 and Outlook for 2015 1 ,สมคิด โรดโชว์สำเร็จเกินคาด! มีนโยบายชัดเจน สร้างความมั่นใจ ดึง นักลงทุนเข้ามาในไทยเพิ่ม ด้าน เอกชนญี่ปุ่น เผย เห็นภาพ ศก ไทย กำลังดีขึ้น ยืนยันลงทุนในไทยต่อเนื่อง ,แปลอังกฤษเป็นภาษาไทย
ROADSHOW SUCCESS BEYOND EXPECTATIONS! Policy is clear  Confidence is drawn  Investors are coming in  Japanese private sector reaffirms its investment in Thailand  Economic Performance in Q4/2014 and Outlook for 2015 1 ,การรายงานโชว์ของสมคิดนั้นประสบความสำเร็จที่เกินคาดคิด! นโยบายที่ชัดเจนทำให้มีความมั่นใจและดึงดูดนักลงทุนเพิ่มขึ้นในประเทศไทย ส่วนด้านธุรกิจเอกชนของประเทศญี่ปุ่นได้เผยแพร่ว่าภาพการเศรษฐกิจของไทยกำลังดีขึ้นจริง และยืนยันการลงทุนในไทยต่อเนื่อง,แปลอังกฤษเป็นภาษาไทย
